titulo,direccion,precio,descripcion,construido,terreno,fecha,ide
"Casa Ideal Inversionistas en Col. Americana, Gdl.",Col. Americana,"MN 2,900,000","CASA REMODELADA PARA INVERSIONISTAS EN COL. AMERICANA, GDL. PREVIA CITA CON 1 DÍA DE ANTICIPACIÓN Y SOLO SE PUEDE MOSTRAR LOS FINES DE SEMANA! Propiedad actualmente arrendada en $ 15,000 mil pesos mensuales y dicho contrato se tendrá que transfiere al nuevo propietario a partir del día de la escritura, se solicita terminar el contrato actual con los inquilinos que vence en enero del 2020, adicional a este contrato vigente usted decidirá si quiere iniciar un nuevo contrato. Lo mejor de la propiedad es su ubicación a 2 cuadras de Av. Tolsa muy cercana a la zona de Chapultepec y es relativamente nueva, tan solo 3 años. Consta de 3 niveles; Planta baja: Cochera para 1 auto con cancel eléctrico, sala, comedor, cocina integral, 1/2 baño, patio al fondo y Jardin. 2do. Nivel: 2 Recamaras, baño completo y sala de Star. 3er. Nivel: Recamara Principal con baño Completo, 2do. patio de servicio, terraza con roof garden. Propiedad libre de gravamen. Aceptamos y tramitamos todo tipo de Créditos! PREVIA CITA CON 1 DÍA DE ANTICIPACIÓN Y SOLO SE PUEDE MOSTRAR LOS FINES DE SEMANA! Propiedad actualmente arrendada en $ 15,000 mil pesos mensuales y dicho contrato se tendrá que transfiere al nuevo propietario a partir del día de la escritura, se solicita terminar el contrato actual con los inquilinos que vence en enero del 2020, adicional a este contrato vigente usted decidirá si quiere iniciar un nuevo contrato. Lo mejor de la propiedad es su ubicación a 2 cuadras de Av. Tolsa muy cercana a la zona de Chapultepec y es relativamente nueva, tan solo 3 años. Consta de 3 niveles; Planta baja: Cochera para 1 auto con cancel eléctrico, sala, comedor, cocina integral, 1/2 baño, patio al fondo y Jardin. 2do. Nivel: 2 Recamaras, baño completo y sala de Star. 3er. Nivel: Recamara Principal con baño Completo, 2do. patio de servicio, terraza con roof garden. Propiedad libre de gravamen. Aceptamos y tramitamos todo tipo de Créditos!",116m²,76m²,Publicado hace 3 días,54765220
Casa en Remate Bancario en Huentitan El Bajo Guadalajara Jalisco No Créditos,Volcan San Francisco,"MN 910,062","CASA en remate bancario en Calle VOLCAN SAN FRANCISCO HUENTITAN EL BAJO GUADALAJARA JALISCO su precio es de $ 910,062.46 con un primer pago a la firma de contrato de $ 280,000.00 y el segundo pago a los tres meses cuando se firme la cesión de derechos ante Notario Público y un representante del banco INVERSION GARANTIZADA EN CONTRATO infomes Lic. Mario Espinoza A tel Ver datos",120m²,140m²,Publicado hace 28 días,
"Bonita Casa en Venta en La Aurora, Guadalajara.",La Aurora,"MN 1,450,000","Bonita casa en venta en La Aurora, Guadalajara. La casa construida en 1 nivel, cuenta con sala, comedor y cocina independientes, patio de servicio, cuarto de servicio, 3 recamaras, 2 de ellas con closet, 2 baños completos y amplia cochera para 1 auto. La casa mide 6.5 x 22 son 141 m2 de terreno y 138 m2 de construcción aprox. En excelente ubicación, cerca de Av. Agustín Yáñez, Calzada Independencia Sur, Av. R. Michel, Calzada Gonzalez Gallo, Av. Héroes de Nacozari, Calzada Lázaro Cárdenas, Av. Colon, Av. Niños Héroes. ¡A Tratar!",138m²,141m²,Publicado hace 144 días,
Casa en La Col. Lomas de Polanco,Calle Susana Ortiz Silva,"MN 1,850,000","C.v lomas de Polanco Calle Susana Ortiz Silva 3189 $ 1’850,000 T.125 C.265 P.b Sala Cocina integral Dos 1/2 baños Patio Cuarto de usos múltiples Cochera para 2 autos P.a 4 recámaras ( la principal con baño completo) todas con closet, las otras 3 comparten baño. Sala de televisión Azotea: con recámara de servicio y área de tendido. PARA MAYORES INFORMES FAVOR DE COMUNICARSE A LOS TELEFONOS: CEL/wHATSAPP: Ver datos 21 CEL/WHATS APP: Ver datos 81 CEL: Ver datos 82 Y EN HORARIO DE OFICINA DE LUNES A VIERNES AL TELEFONO: Ver datos",265m²,125m²,Publicado hace 122 días,
Casa en Venta de Jardines de La Cruz,Isla Martinica 2501,"MN 2,750,000","Casa en excelente ubicación, y excelente estado de conservación, espacios muy amplios. La recamara principal tiene su vestidor, baño con jacuzzy y aire acondicionado. Tiene cancel y puerta de acceso eléctrica. Cerca de avenidas principales, como Lázaro Cárdenas, Colon y Avenida Cruz del Sur, cerca de escuelas y plazas comerciales. LO INVITAMOS A CONOCERLA!!!",238m²,122m²,Publicado hace 11 días,
"Casa en Venta, Residencial Victoria, Guadalajara, Jalisco",,"MN 7,450,000","Casa estilo contermpoáneo, muy agradable, a 3 cuadras de plaza del sol, proyecto con amplios espacios.Todas las recámaras son grandes y con baño amplio, cocina integral, desayunador, estudio, cantina, terraza y jardín 140 mts aprox., estar de t.v., cochera semi cubierta, cuarto de servicio con baño, cuarto de lavado, patio de servicio, calentador automático, salón para gimnasio en el último piso, cámaras exteriores, cisterna, tanque estacionario, cerca electrificada, portón eléctrico.Ventaneria: aluminioCarpintería: caobillaPisos: porcelanato",420m²,338m²,Publicado hace 47 días,
"Finca Antigua en El Corazón de Guadalajara $6'000,000 Ideal Para Hotel - Boutique",GARIBALDI 215,"MN 6,000,000","HERMOSA FINCA ANTIGUA EN EL CENTRO HISTÓRICO DE GUADALAJARA, EXCELENTE PARA RESTAURARLA Y CONVERTIRLA EN UN HERMOSO HOTEL-BOUTIQUE, 15.00 MTS DE FRENTE X 35.00 MTS DE FONDO!!!! CUENTA CON 9 RECÁMARAS, 3 PATIOS, 2 COCINAS, TERRAZA, SUSBTECHOSNSON DE 7.00 MTS DE ALTURA.- POR SU CERCANÍA AL CENTRO HISTÓRICO. INVERSION GARANTIZADA COMO HOTEL, HOTEL BOUTIQUE, AIRB&B INFORMES, CITAS Y VENTAS Ver datos PRECIO NEGOCIABLE!!!!! ESCUCHA PROPUESTAS EL PROPIETARIO.",500m²,480m²,Publicado hace 44 días,
Casa en Venta Colonia Independencia,Monte Olivete 190,"MN 4,490,000","""Casa en Excelente ubicación"". Con ampliación a 2 piso y actualización de tuberías en excelente estado de conservación. Con calentador solar. Ubicada en Avenida de alta afluencia y comercial.",276m²,140m²,Publicado hace 3 días,
Hermosa Casa en Venta en Providencia Junto a Parque,JUSTICIA 2735,"MN 5,950,000","HERMOSA y muy bien ubicada casa en la CALLE JUSTICIA entre Rubén Darío y Terranova, con la entrada al PARQUE INTERIOR a un lado de la casa (se puede, si se desea, hacer una entrada directa desde el jardín o patio) que cuenta en PLANTA BAJA: con dos estacionamientos con portón eléctrico, Medio Baño de Visitas, Cocina con Barra, Área de Lavado con Patio de Tender y Cuarto de Servicio Completo, Espacio de Sala- Comedor con acceso al Jardín o Patio (está cubierto de piso) . En PLANTA ALTA: cuenta con tres recámaras, la principal con su propio vestidor y Baño completo, las otras dos recámaras, cada una con su clóset, y comparten un Baño Completo. Cuenta con un amplio distribuidor enmedio, ideal para área de Tv. o Estudio. La casa cuenta con detalles de Caoba en puertas, closets, y detalles en Estudio. VISITAS SÓLO CON CITA: la casa se encuentra habitada actualmente. Elena Vázquez al cel: Ver datos 20",210m²,165m²,Publicado hace 34 días,
"Casa de Remate Bancario en Jardines Alcalde, Guadalajara",BRUNO MORENO,"MN 2,022,451","¡CASA DE RECUPERACIÓN BANCARIA, EXCELENTE OPORTUNIDAD PARA INVERTIR EN SU FUTURO, CON GRANDES CONDICIONES DE VENTA, EXCELENTE UBICACIÓN Y GRANDES BENEFICIOS! CESIÒN INMEDIATA Y LO MEJOR ES EL PRECIO QUE SE DIVIDE EN DOS EXHIBICIONES: $ 2.022.451,52 EL PRIMER PAGO ES DE: $ 460.000,00 Y SE PAGA EL DÍA DE LA FIRMA DE CONTRATO EL SEGUNDO ES DE: $ 1.562.451,52 Y SE PAGA AL FIRMAR CON EL NOTARIO INVERSIÓN GARANTIZADA EN CONTRATO Los remates bancarios únicamente pueden ser adquiridos de contado, no se pueden ejercer créditos hipotecarios de ninguna institución. Lic Valeria Castañeda Ver datos APE INMOBILIARIA",233m²,167m²,Publicado hace 91 días,
Santa Elena Alcalde Casa en Venta,,"MN 3,850,000","Casa Duplex con Local Comercial en Esquina. Casa en esquina con excelente ubicación, a solo 2 cuadras de SEMOV. La casa tiene uso de suelo Mixto, cuenta con un casa y Local en PB. Tiene un departamento tipo Duplex en planta Alta, excelente opción para inversionistas.",234m²,184m²,Publicado hace 3 días,
Bonita Casa en Coto Priv. por Parques del Nilo,MARIA URIBE,"MN 1,480,000","BONITA CASA EN COTO PRIV. POR PARQUES DEL NILO La casa se encuentra dentro de coto 1 pequeño coto privado con portón eléctrico para su seguridad y privacidad. Cuenta con excelente ubicación frente a coto Orange en Parques del Nilo. muy cerca de las Av. Patria y Rio Nilo. Planta baja: Cochera para un auto, área de sala, comedor, cocina integral, RECAMARA COMPLETA CON closet, baño completo y patio de servicio. Planta Alta: Star para T.V., 2 recamaras con closet y baño completo. Frente: 4.5 m2 Fondo: 15 m2 Construcción: 97 m2 Terreno: 67.5 m2 Aceptamos y tramitamos cualquier tipo de crédito.",97m²,67m²,Publicado hace 5 días,56389249
Casa Venta Residencial Victoria,Residencial victoria,"MN 15,000,000","Hermosa residencia de dos niveles sobre calle en la col residencial victoria de 1,100 mts const y 7765 terreno 5 autos portón eléctrico alberca jardín dos Terrazas área de lavado cuarto de servicio estar tv cocina integral ante comedor comedor sala bodega 5 rec 7.5 baños un loft con sala cocina aparte en muy buen estado de conservación la casa",1100m²,768m²,Publicado hace 64 días,
Conjunto de 8 Departamentos / General Coronado Zona Centro,,"MN 8,100,000","Conjunto de 8 departamentos para remodelar y comenzar un negocio, Gana dinero facil y rapido rentandolos!2 Habitaciones por cada depa1 baño por cada depacochera un autoPatioGENERAL CORONADO 864 COL MEZQUITAN COUNTRY / VILLASEÑOR, GUADALAJARA",777m²,640m²,Publicado hace 112 días,
"Casa en Venta, Guadalajara Centro, Av República, Dos Frentes",avenida república 387,"MN 11,800,000","Casa en venta, frente al Hospicio Cabañas, sobre Républica. Dos frentes Excelente propiedad en venta sobre avenida República casi esquina con Juan Diaz Covarrubias. Son tres casas en sí que se comunican por dentro y que juntas hacen una excelente opción para casa habitación, oficina o bodega. Tiene dos ingresos por República y uno por Juan Diaz Covarrubias. Vale mucho la pena por su ubicación, estado de conservación y los usos que se le pueden dar.",752m²,900m²,Publicado hace 21 días,
"Preventa de Residencia Jardines de La Paz, Guadalajara de 395 m² en $5, 000,000",Jardines de la Paz,"MN 5,800,000","Hermosa residencia en jardines de la paz, Guadalajara. Ubicada en esquina de calle cerrada, muy segura a 3 calles de Av. Revolución, 3 calles de Av. del parque, 1 Calle de Av. San Jacinto y 3 calles de Av. Río Nilo, rodeada de avenidas principales, parques, escuelas, súper mercados, iglesias, hospitales, etc. Planta Baja: cochera para 2 autos, jardineria tipo desertica, sala, comedor, cocina inteligente de lujo, baño completo, terraza, la habitación principal con barra, tina tipo jaccuzzi, enorme vestidor, baño dentro de la habitación con 2 regaderas y 2 lavamanos. Planta Alta: habitación con closet y balcón, habitación con closet y terraza propia, baño completo, área de lavado, espectacular terraza al aire libre con techumbre inclinada e iluminación tipo cielo y asador. El exterior cuenta con balcón, cisterna, estacionamiento techado, facilidad para estacionarse, garaje, jardín, parrilla, patio, roof garden, terraza, incluye aire acondicionado, igualmente jacuzzi, cuarto de servicio y seguridad 24/7. Sin lugar a dudas la mejor casa de la zona, impresionante diseño y calidad de acabados e instalaciones. La casa se encuentra en obra blanca, se entrega terminada al 100% Medidas totales: Terreno 294 m2 / Construcción 395 m2",395m²,294m²,Publicado hace 116 días,
"""Venta de Casa""",Av Historiadores Fraccion 1 Villas Del Nilo Guadalajara Jalisco,"MN 1,500,000","Ubicación:Av Historiadores Fraccion 1 Villas Del Nilo Guadalajara Jalisco Ver datos Cuenta con todos los servicios. Para más detalles contáctenos en horario de oficina de 9am a 4 pm a los siguientes teléfonos: clave lada: 01 55 Ver datos, Ver datos, Ver datos, Ver datos",1,90m²,Publicado hace 5 días,
"Se Vende Casa en Col. Circunvalación Oblatos, Guadalajara Jal.",Puerto La Paz 947,"MN 1,490,000","Casa en venta en excelente ubicación y estado de conservación, gran oportunidad de inversión ya que en la planta alta tiene 2 recamaras con closet y 1 cocina integral. En la planta baja cuenta también con cocina integral, 3 recamaras con closet y 2 baños. Cuenta con terraza y cochera para 1 auto Pierina Fararoni",176m²,128m²,Publicado hace 32 días,
Oblatos,,"MN 1,695,000","Casa estilo clasico con muy buena ubicación a tan solo unas cuadras de Av. Artesanos y Av. Juan Pablo II, a solo 4 minutos de Gran Terraza Oblatos, la casa esta ubicada sobre calle muy tranquila, al frente de la casa esta la barda perimétral de una secundaria.La recámara principal con amplio balcón, cocina integral, estudio, sala, comedor, cochera semi cubierta, patio de servicio.Ventaneria: HerreríaCarpintería: PinoPisos: cerámicos 30 x 30Instalación de gas para cilindro",151m²,100m²,Publicado hace 122 días,
Casa en Jardines del Bosque,TONATZIN,"MN 9,800,000","CASA EN VENTA EN JARDINES DEL BOSQUE, 7 HABITACIONES (4 EN PLANTA BAJA Y 3 EN PLANTA ALTA), COCINA INTEGRAL, RECIBIDOR, 2 PATIOS, ESTAR DE TV, 2 1/2 BAÑOS, CUARTO DE SERVICIO, TERRAZA CON CLOSET Y COCINETA. TERRENO 553 MTS CONSTRUCCION: 562 MTS FRENTE 12 FONDO 47",562m²,553m²,Publicado hace 27 días,56246603
Casa en Venta Dentro de Coto Colonia Jardines de Los Historiadores,Av Historiadores,"MN 5,400,000","Venta Casa de tres niveles dentro de coto! 1er nivel: cochera, cocina, sala, comedor, medio baño, estudio (con posibilidad a una 5ta recamara) y patio. 2do nivel: estar de tv, dos recamaras con baño completo y recamara principal con vestidor y baño con tina de hidromasaje. 3er nivel: una recamara con baño completo, área de servicio y dos áreas para terraza o roof garden.",354m²,205m²,Publicado hace 102 días,
"Casa en Venta en Rinconada de Santa Rita, Guadalajara, Zona Monraz, Lomas Altas",,"MN 9,990,000","casa en venta en Rinconada de Santa Rita, Guadalajara. Completamente remodelada, sala, comedor, cocina, tres recámaras con baño, cuarto de servicio con baño, cochera para dos autos, terraza y amplio jardín terreno 300 m² construcción 350m².",350m²,300m²,Publicado hoy,
Hermosa Residencia en Jardines del Country,Manzanares,"MN 5,200,000","Hermosa residencia ubicada en Jardines del Country, cuenta con 300 metros2 de terreno (20X15), 405 metros de construcción, 2 plantas, en planta alta 3 recámaras amplias con amplios closets, la principal con baño completo y otro baño completo para las otras dos recamaras, estar de T.V.; en P.b. recibidor, sala-comedor, cocina integral, estudio, terraza, cuarto de servicio con baño, cochera y jardín. Tiene uso de suelo mixto, ideal para hacer departamentos, oficinas o casa habitación.",405m²,300m²,Publicado hace 132 días,55164762
"Excelente Ubicación, Casa en Venta en Tetlán a Solo 5 Cuadras del Tren Ligero","Privada Marcelino Velasco Robles #, colonia Tetlán, Guadalajara, Jalisco","MN 1,250,000","Excelente casa en venta en Tetlán, Guadalajara, muy bien ubicada, a solo 5 cuadras del tren ligero, a 2 cuadras del parque de la solidaridad y 3 de Gigantes, escuelas y centros comerciales cercanos, todos los servicios, ubicada en una calle privada, muy tranquilo para su descanso. Dirección Privada Marcelino Velasco Robles #172, entre calle José Ramos y Manuel de Gorostiza, a una calle de Avenida Malecón y tres de Presa Laurel. CARACTERISTICAS: ** Terreno de 134 m2 (8 de frente X 16.50 de fondo) ** Construcción de 90 m2 ** Edificada en dos plantas ** Planta baja: cochera dos autos, sala comedor, cocina, 2 habitaciones grandes, baño completo y patio de servicio. ** Planta alta: 3 habitaciones amplias, baño completo, distribuidor y terraza. ** cuanta con todos los servicios, cancel y protecciones. ** habitación con entrada independiente a la casa.. ideal para rentar y obtener un beneficio económico. ** MUY BUEN ESTADO DE CONSERVACIÓN **GANALA!!!! $1,250,000.00 Acepto todos los créditos excepto fovissste y te ayudo a tramitarlo son costo *** Se muestra sabados y domingos previa cita, envía whatsapp o e mail y te lo contesto rápidamente. cel. Ver datos e-mail Ver datos",90m²,134m²,Publicado hace 134 días,
Casa Venta Zona Centro Guadalajara,Liceo 488,"MN 2,900,000","Casa en Venta en Colonia Centro Barranquitas, a una cuadra de Avenida Alcalde, cerca del Santuario, Mercado Alcalde y todos los servicios cercanos. Remodelada recientemente y con excelente estado de conservación, cuenta con 5 recámaras, 3 baños, 2 niveles, sala comedor amplios, cocina integral, patrio trasero, área de lavado techada y cochera techada para 1 auto.",298m²,146m²,Publicado hace 21 días,
"Casa en Venta Colinas de San Javier, Guadalajara",Paseo de los Parques 1435,"MN 60,000,000","Nivel de Ingreso: Cochera para 4 autos techados y 4 sin techar, Estudio, medio baño, sala comedor, terraza con vista al jardín, ante-comedor, cocina con 3 despensas, cava, cuarto de servicio con baño completo, amplia bodega, cuarto de lavado y planchado. Planta Alta: Clóset de blancos, dos recámaras con clóset vestidor y baño compartido. Nivel Medio: Recámara principal con vista al jardín, otra recámara con clóset vestidor y baño.",826m²,2878m²,Publicado hace 110 días,
Palco Detrás de Zona Vip con Estacionamiento,,"MN 1,200,000","Amplio palco ubicado al centro de la cancha, 3er nivel (vista espectacular). Capacidad para hasta 15 personas, cuenta con 10 tarjetas y medio baño. El precio incluye un estacionamiento para 2 autos frente al Estadio.",18m²,18m²,Publicado hace 92 días,
Gran Remate de Bonita Casa en La Zona Plateros,"Plateros, Jardines del Country, Guadalajara, Jalisco","MN 1,400,000","Venta de bonita casa, qué cumple sus necesidades ubicada en Plateros, Jardines Country, Guadalajara, Jalisco Descripción del inmueble: Esta propiedad cuenta con un terreno aproximado de 185 m^2 y con un área de construcción de 360 m^2; el inmueble tiene lugar para 2 automóviles; 4 recamaras muy acogedoras cada una con sus respectivos closets, cuenta con 1 baño completo y 1 medio baño para visitas, una sala con agradable ambiente, comedor y cocina con bonita vista y cómodo ambiente y además cuenta con área de lavado La propiedad tiene una antigüedad 15 años No arriesgue su inversión, nosotros no pedimos ningún anticipo de dinero, nosotros lo asesoramos para evitar este tipo de problemas para que se vaya satisfecho, haga una inversión de la que no se va a arrepentir, ya que esta propiedad tiene a sus alrededores escuelas, centros comerciales, parques, y vías de acceso cercano a transporte público. Aproveche esta increíble oportunidad para adquirir este bonito inmueble Para más informes favor de comunicarse a: Móvil: Ver datos-88 (Atención disponible de 9am a 10pm) Inmobiliaria Horario: 9am- 5pm Oficina: Ver datos ext.: 5179 Queda a sus órdenes su servidor, Antonio Razo",360m²,185m²,Publicado hace 5 días,56390366
